,0
124,-0.568433226486
125,2.6366621908
126,1.13148775166
127,-0.978308747574
128,2.80045351178
129,2.24910204856
130,2.58457560869
131,-3.5728205747
132,-1.5657352061
133,2.64333057608
134,-2.6790441394
135,-2.12217383772
136,0.32888845576
137,1.10677344312
138,3.59357611629
139,2.00248984254
140,1.10920374423
141,3.14442791004
142,-3.3659869226
143,-0.483427599611
144,4.0700048014
145,0.315941310185
146,2.77062658628
147,0.600753524447
148,-0.125044904567
149,-0.0810021924538
150,3.0238048634
151,-0.22404837182
152,1.42862254568
153,0.230678827562
154,-1.24125399185
155,2.51295696085
156,5.06835804538
157,0.783845241218
158,0.705494700971
159,0.696575762158
160,0.97032817954
161,2.01071874294
162,-2.07458460805
163,0.329673342895
164,4.99826008189
165,0.506098738542
166,-0.0352620820392
167,3.26626678052
168,-0.0120731639123
169,0.987919910603
170,4.71783973662
171,3.94360445228
172,-4.92346219609
173,-2.30594423947
174,1.15526577373
175,0.470599425324
176,0.057810346486
177,-0.50967663756
178,-4.17125099995
179,2.14425874678
180,0.837367686223
181,0.210645664466
182,-4.20345797352
183,0.352740112438
184,4.68012884547
185,-1.33986424154
186,3.30347076069
187,3.11266272739
188,0.14498026055
189,1.83464577328
190,3.39710784198
191,-0.953390578634
192,0.70439698348
193,2.54671283524
194,0.133527307339
195,2.45911334913
196,-0.123922870957
197,2.56915079965
198,0.649725843357
199,1.410264616
200,-2.02596869569
201,1.89841260475
202,-1.06453720908
203,-1.52515956467
204,1.69888733981
205,0.138387446118
206,0.164722235092
207,1.43517657028
208,-5.03385870086
209,1.87892774424
210,0.606109796849
211,2.75157292427
212,6.5388033519
213,5.64007970955
214,2.38095911483
215,6.16172082819
216,-1.62127986867
217,2.64452783031
218,3.37483271299
219,3.46111276246
220,3.32792471949
221,1.57575494389
222,0.678074253411
223,-1.59184437185
224,2.86479475974
225,3.05443238367
226,2.29490908958
227,-1.82989976673
228,2.80131394277
229,-0.214031568374
230,1.59288079595
231,-2.01294939832
232,3.24085864832
233,0.724846526232
234,0.681938631626
235,0.060714332214
236,-1.23100471303
237,-3.22094166202
238,-1.45827555394
239,-2.90902599708
240,-3.53502578554
241,2.60506873237
242,2.53507327368
243,0.558006140533
244,-0.563371615614
245,2.27008826897
246,0.00391737933303
247,0.309081096232
248,-2.13031701597
249,4.08131742474
250,-1.82818242991
251,-0.935060830105
252,0.109557769111
253,3.90184758486
254,2.9752909261
255,1.6504566581
256,2.47459614131
257,3.50429269314
258,0.424274744503
259,-1.73760068283
260,1.99428114997
261,-2.44429098655
262,1.13000751186
263,2.01397378307
264,1.35682289177
265,0.047535314566
266,1.88020606678
267,-2.75244732215
268,1.31656508222
269,2.4659467484
270,0.90755719372
271,-0.959430344132
272,1.99490370721
273,1.59985311974
274,-2.71873428508
275,-2.27472180668
276,3.46083662168
277,-5.93768793159
278,-1.21500289265
279,4.86222796091
280,0.981258615853
281,4.67220166819
282,0.757303597122
283,1.10321099029
284,-1.19834601299
285,-1.74697870376
286,-1.93636109739
287,-0.825524403141
288,0.348114161749
289,-0.311198532767
290,1.83710275596
291,-0.275784929658
292,0.0375015322151
293,3.24735893945
294,2.13705976406
295,2.00476519888
296,1.80258777642
297,0.0784051529772
298,3.22659370087
299,0.196645065371
300,-1.68613650254
301,3.26399416574
302,5.9118566349
303,1.88811164104
304,3.23931768781
305,-1.45342436474
306,3.87376511851
307,-0.39509372246
308,-2.23294768294
309,2.15553820584
310,-1.80879463049
311,7.26903954371
312,2.82992444651
313,4.18994819743
314,-0.831472698967
315,3.3414742346
316,-0.741594221367
317,0.664443670626
318,0.831284425641
319,2.0831778606
320,4.77959112134
321,-0.0901444651177
322,1.68217579664
323,-1.5646632746
324,2.82622319877
325,-0.198811132879
326,2.82844612356
327,0.633405686158
328,-2.10054488195
329,-1.69457047368
330,-0.0668109397797
331,2.93699116657
332,1.97860183075
333,4.05316766022
334,-0.559011391485
335,0.0914940380726
336,1.27890062238
337,-3.53560851193
338,-1.41490937511
339,-1.62011241742
340,-2.10016763134
341,-1.61598066677
342,-0.857175012263
343,0.832548975347
344,-0.283735036403
345,-1.99119690193
346,0.200216962504
347,6.18648208325
348,0.535969264931
349,0.174612171864
350,1.93732703409
351,-0.698543546285
352,0.579719707516
353,6.15898010627
354,5.39943330461
355,4.50834047833
356,2.97154948746
357,-1.14397711765
358,-0.426099841822
359,0.621061315064
360,-0.167777841097
361,2.59292428743
362,-0.478308982865
363,-1.93346491815
364,2.90971545682
365,2.64056809034
366,-3.73019822231
367,-1.34202153825
368,0.54727531195
369,1.52004034084
370,-2.07354872583
371,1.10026981021
372,1.13071972286
373,1.07877463476
374,-0.970154502586
375,3.44295677901
376,-2.24771713999
377,1.21807495598
378,0.44334040483
379,0.669267151064
380,-0.694359948457
381,-4.13417225451
382,1.67394138075
383,0.577192775256
384,0.0513048639749
385,0.369824764583
386,-1.00012149271
387,2.53194555362
388,0.230597873187
389,-0.615072793977
390,-0.985384484399
391,-1.28697845087
392,0.137354491567
393,-2.42878168391
394,2.29378448614
395,1.11019424764
396,-1.62026281772
397,-0.554672877431
398,2.95483363946
399,-4.84506521361
400,2.69858537775
401,-1.88792925928
402,2.50446504447
403,1.27082027753
404,0.414675602535
405,-1.78128472757
406,-0.439333654023
407,0.353533506103
408,0.322484002612
409,4.74963329552
410,3.14546531942
411,1.18628804868
412,3.06375793588
413,-1.14014944081
414,-3.64984333261
415,2.19932257457
416,-2.77238577048
417,2.83180090066
418,2.11963471467
419,-0.315354946453
420,1.99816413493
421,-1.61213276537
422,0.904557631317
423,2.98282058577
424,-4.0385798979
425,0.235276817256
426,-0.321044565926
427,-2.72069493496
428,-2.19640447348
429,0.98357843972
430,0.679529675903
431,4.31277839878
432,2.47007432551
433,-0.739421877681
434,1.28783503938
435,-2.1438998727
436,0.843843890532
437,-2.62919735558
438,1.68638519385
439,-0.415060946479
440,1.04180299907
441,2.41957628759
442,-2.82041724156
443,-0.658013284115
444,-1.2891676149
445,1.43208792849
446,1.57392752442
447,6.36144637808
448,3.22817514318
449,1.76928738222
450,0.784877360078
451,-2.64887461141
452,-1.82979057488
453,1.81150293259
454,0.802061974716
455,-1.06780996847
456,-0.0911962446685
457,-2.33433141805
458,2.65048986908
459,-1.22715951307
460,-2.05292743242
461,1.22375442928
462,1.96645009365
463,1.80444450287
464,2.45482649673
465,-3.2231578613
466,-3.43927743988
467,0.639499982574
468,-3.93292026106
469,3.3550379151
470,2.05598828474
471,1.93165190499
472,2.69351474397
473,1.66971436026
474,0.599676574439
475,-1.79435445343
476,5.0135813056
477,0.337220796006
478,0.427208138681
479,-0.78373615166
480,1.94886916911
481,-0.106994998969
482,3.49489675636
483,3.43439810092
484,1.95081563993
485,-0.273876435571
486,1.32244841628
487,-2.03546596263
488,3.1849041095
489,3.61789274486
490,3.99390764866
491,-1.84449208141
492,-2.52880256761
493,1.6047100691
494,-2.77687644768
495,2.62711137894
496,-0.696992807071
497,0.98959835524
498,0.992476547129
499,-1.00227700173
500,0.44147565088
501,-1.26354623864
502,0.795857817342
503,-1.3337922238
504,-1.44938946159
505,-1.20218876677
506,0.0495174150778
507,-2.06939717487
508,4.0062507153
509,2.76245036521
510,-1.22568273181
511,1.62359800474
512,0.358602099179
513,1.97860220631
514,-0.25400744392
515,1.2166786703
516,2.53727486365
517,0.322909212734
518,3.94291247378
519,0.724761291663
520,3.88170256517
521,0.66997393682
522,-1.56198820285
523,-1.10399338568
524,5.62600336847
525,-0.973539451563
526,4.58924372048
527,-0.618081832264
528,-3.82296017702
529,-0.223278906038
530,0.88286685337
531,3.63232761383
532,1.33348124477
533,1.13740177457
534,-1.82910254461
535,-2.17676351683
536,-0.406763716006
537,-0.59043845094
538,0.450185071994
539,-2.15243235831
540,-2.1202942819
541,-0.452229226098
542,0.247954902313
543,2.67349720789
544,-1.86641923121
545,-1.15050721233
546,1.1832659292
547,-1.20677844718
548,2.24207771754
549,-3.03157012414
550,2.25277998005
551,-1.04054684502
552,-0.286187263967
553,1.91895730291
554,1.9830200856
555,1.81375420767
556,0.850157271986
557,-3.14830209546
558,0.65853586113
559,0.769246603147
560,3.51473471121
561,2.04418409738
562,0.302935448385
563,-1.14546870728
564,1.87073994729
565,-3.1687233398
566,-0.873233056437
567,0.536227928095
568,-1.66130054128
569,4.59836784153
570,1.87268819916
571,-0.147629626958
572,-2.4764206947
573,-0.744055076907
574,-1.55879977927
575,2.67110886945
576,1.9787838619
577,2.70491775725
578,1.34932096013
579,1.2955413372
580,3.35886526542
581,7.01760405157
582,-1.2628247343
583,5.76694612201
584,-0.445863427594
585,-1.952835076
586,2.77725640907
587,-1.28731415625
588,1.48196602458
589,1.49370962754
590,-0.58181151934
591,0.977877035148
592,2.36187587465
593,-2.72565188663
594,1.5948457527
595,-0.391555294712
596,-0.301630708184
597,-1.41409971556
598,3.60137406292
599,-1.11802252736
600,1.17828656989
601,4.44738965116
602,0.934470774073
603,1.51216196599
604,-0.173033643063
605,1.01258685175
606,-0.396118340463
607,0.500713543859
608,1.99330186749
609,1.31810001055
610,-0.673623772122
611,3.05949998654
612,0.485363513509
613,1.38185177823
614,-0.198903748725
615,-2.9096133059
616,4.20498492493
617,1.80579460442
618,-0.716597123754
619,2.20858193643
620,1.71014024855
621,-0.920217075664
622,2.0294803791
623,2.17667012709
624,-1.86437152855
625,0.959010233978
626,2.77596007148
627,2.07966579845
628,0.637943696799
629,0.0884668122506
630,1.25761863531
631,4.04638094395
632,-5.64782686207
633,-0.828152179153
634,3.0223336027
635,-2.7284409368
636,1.60300712123
637,-0.276924162291
638,2.15983506158
639,3.10973038996
640,-0.823729925097
641,0.159314363327
642,0.241090074501
643,-0.768721712165
644,4.6909665506
645,1.41836630718
646,-1.95567209021
647,0.186337619126
648,0.505521660621
649,-0.622296542173
650,-1.57194476003
651,-0.778871099129
652,0.035772430916
653,0.164515777385
654,-2.9458097337
655,-2.11341826494
656,-0.180608096236
657,0.904113211434
658,-0.385527216701
659,0.129230509171
660,0.476004018931
661,2.10236341347
662,1.77206538901
663,4.67398299788
664,0.495654188717
665,2.71490523526
666,-2.10566838946
667,0.621066914006
668,3.77955715331
669,6.14141808358
670,0.079198737203
671,-0.152434149555
672,1.71022954995
673,-3.90890238654
674,-3.19293870372
675,2.66130335685
676,-0.257482693438
677,2.91928567717
678,2.20455254914
679,2.81854699162
680,0.52751758593
681,3.31704046057
682,1.88750765429
683,-3.0832562583
684,7.33663030063
685,0.443982441224
686,-2.56125876716
687,-2.24334167774
688,5.92101447303
689,0.878869135732
690,1.51262679251
691,-1.68531883763
692,-0.299601262207
693,-0.31871254299
694,-0.573250923912
695,1.21670823697
696,3.50607587786
697,4.40389996642
698,3.25394270507
699,-2.75454810932
700,-0.160356196546
701,2.97653489673
702,1.33403887306
703,0.700586600172
704,1.68455281881
705,-2.03092685992
706,-1.25075115131
707,0.432958866535
708,-2.85451931152
709,4.00952560248
710,3.18834192489
711,5.00602543311
712,1.4293322735
713,2.58226552632
714,-3.29811585839
715,5.82570479816
716,3.5207937312
717,2.80188290341
718,-1.5282942494
719,2.54169452528
720,-1.24438003311
721,1.00021229769
722,0.64370301844
723,1.934611567
724,0.585549165315
725,0.155726637532
726,1.62578576127
727,2.64123630326
728,1.70891243484
729,-0.314076833053
730,1.03224913118
731,-1.92504794901
732,-3.28981867223
733,6.39678508651
734,-3.34923788449
735,-0.551533726203
736,-1.14570191357
737,0.180906729476
738,1.42333638848
739,-2.31610159359
740,0.37560722287
741,0.380739183229
742,2.52269837129
743,2.59243680642
744,0.754618923228
745,6.24893235374
746,1.33936355474
747,3.08794810815
748,0.0439568717907
749,2.43185168054
750,-1.15427495573
751,2.45289901147
752,-0.808225202178
753,-0.0616283794634
754,-1.43345551296
755,1.18685637205
756,-0.0543426897472
757,-1.40048021536
758,1.09401442411
759,0.921176093315
760,0.0106043152863
761,4.77552747062
762,-2.06153083257
763,1.11637605408
764,2.61253226742
765,2.11966015976
766,0.513763242267
767,1.5859083108
768,-0.531821765093
769,1.9107866449
770,-1.33114985467
771,-2.17755906827
772,-1.11432109977
773,-0.120475732794
774,2.10656221263
775,-4.3174765993
776,-3.50657906705
777,1.2419852396
778,-0.605774211539
779,-0.211913917215
780,1.27436301251
781,-0.684718809037
782,4.86422952658
783,2.47081568565
784,3.00611283519
785,-3.34519467998
786,0.317872191475
787,-0.501488281358
788,2.86535963937
789,-1.62550337658
790,0.104189655013
791,-1.65432193331
792,6.00235170207
793,-0.102362930768
794,0.021002391305
795,0.292926630917
796,0.819003863701
797,1.09023703755
798,0.208796540152
799,-0.430823202743
800,-1.14530093792
801,0.0421151160096
802,0.0650690702665
803,-0.268586396996
804,0.515420955173
805,0.69952192745
806,1.33077300252
807,-0.118139171457
808,3.69425562854
809,-1.2755503217
810,1.23927666693
811,-1.01749998116
812,-0.360711135908
813,1.12989559627
814,-2.19721707994
815,-0.227656731399
816,1.98910461386
817,-6.41181422177
818,-1.42517848907
819,-0.772203383222
820,-0.598464077038
821,1.01918236841
822,-0.315100516578
823,1.89013739702
824,-2.11128480154
825,2.45112876083
826,-1.17975065604
827,1.86711408885
828,3.75376151202
829,-2.67005053588
830,0.591256769971
831,3.1765628085
832,0.327145176651
833,1.73520599101
834,3.53824883559
835,0.77772803661
836,-0.548878572465
837,4.51831868092
838,0.145746820918
839,3.14531299333
840,2.01944781004
841,0.506548209047
842,-3.61769089792
843,-0.00710498863872
844,6.97466813804
845,-0.625382907908
846,0.715016696631
847,-0.439659580649
848,2.82591073112
849,1.80733412856
850,1.72729288322
851,4.81856379573
852,-3.19429518947
853,-3.31206314248
854,0.640670311985
855,0.462273445745
856,1.81245949151
857,1.42435886722
858,-7.80205609099
859,0.750141031945
860,-0.408376565567
861,-0.91246928183
862,1.6824096012
863,-1.51181587657
864,0.0949773530225
865,-2.67560121475
866,0.123354910373
867,-1.91830217142
868,2.62161045401
869,0.935855429242
870,5.3307212638
871,3.15554360038
872,2.4942803997
873,1.02870676666
874,0.0132930403224
875,-1.71524228629
876,2.64161017853
877,1.24529291648
878,-3.43686382962
879,-0.33326390852
880,-1.82756247312
881,-1.24605764773
882,-3.69334279725
883,1.33951087595
884,0.639440566224
885,2.55199248334
886,-0.222646301178
887,1.33061968714
888,0.570926425678
889,-0.891221798442
890,0.254333386583
891,2.40728602921
892,-4.94005720013
893,1.31442707563
894,3.94132915522
895,0.580662509776
896,-1.31094886545
897,1.51211862114
898,-1.90028065632
899,0.619704337606
900,2.42082316508
901,1.77786269116
902,-3.60617010819
903,1.30409712503
904,2.10340051887
905,2.14768834197
906,-2.6334555658
907,1.25482234578
908,3.48303415667
909,-0.387120142664
910,-1.35874996403
911,2.10218606736
912,1.39949430656
913,0.377290684947
914,0.181755825046
915,-2.01910956058
916,-2.12689555417
917,-1.36285110169
918,2.70341912271
919,3.38329853746
920,-2.06874081105
921,-1.15681924253
922,0.273558285838
923,-2.06264324447
924,5.34565682841
925,2.54578382282
926,-3.36468506168
927,-0.678657696194
928,2.89661615056
929,1.47468036232
930,-1.27197823918
931,5.92706235778
932,1.66493442512
933,2.79995309252
934,3.46218937692
935,-0.407635957952
936,1.51258989736
937,-3.47423705767
938,2.07907852941
939,2.26061834883
940,-2.96704019755
941,2.01011562021
942,-0.125669849495
943,3.98336090953
944,1.10015587001
945,1.90532527698
946,1.78108449411
947,3.31930617889
948,-3.64708470731
949,-0.545582604381
950,1.17014715006
951,-0.703695605654
952,-1.2733731611
953,0.748225853284
954,1.21984147225
955,1.06345228595
956,-1.92198978949
957,3.6991282188
958,-2.01239042225
959,2.10623028602
960,-0.792300195994
961,0.686229733536
962,-2.84376479301
963,-1.62597588328
964,4.35590016863
965,-0.234821449942
966,5.82815599669
967,0.604213307922
968,1.3349904669
969,-0.146090902477
970,-0.189568072915
971,3.05560970168
972,2.65301370627
973,1.18325511416
974,-1.23398215408
975,1.46464237364
976,-2.06448249908
977,2.28232981153
978,1.24670380335
979,3.4165903983
980,1.79260961593
981,-2.42684151325
982,2.96151845596
983,3.00160428076
984,-0.660721768932
985,2.79722554831
986,-1.98724730099
987,3.54601784833
988,-1.80685171591
989,-1.45937169298
990,-0.373814497557
991,-0.296004349048
992,-0.589060548353
993,-1.33606384228
994,-2.40646098228
995,2.23664278033
996,0.735335880693
997,-0.444416714173
998,1.54229431825
999,2.30768366619
1000,0.611261879194
1001,-1.97528743787
1002,2.10788239865
1003,5.89916558205
1004,3.75991618168
1005,0.0686926844492
1006,1.43851540098
1007,-0.693298834737
1008,2.25326542149
1009,-0.165056763988
1010,0.657208278891
1011,2.20784710172
1012,-0.901585466616
1013,0.359929932138
1014,-2.03781378077
1015,1.93430172724
1016,0.252768749341
1017,1.19159990176
1018,1.12770270315
1019,5.00221190015
1020,4.12088223995
1021,1.05096514377
1022,1.84077378244
1023,3.9573192953
1024,-0.0278886451788
1025,2.29558341822
1026,0.736577483397
1027,4.44296576752
1028,0.167970759976
1029,-1.14233695978
1030,-1.27055953675
1031,-3.59359499973
1032,-0.67217314152
1033,3.52177154813
1034,0.372295956129
1035,-1.84058128901
1036,0.153338667121
1037,-1.10888725961
1038,-1.13559293147
1039,2.44479471193
1040,6.10654812466
1041,4.91423092304
1042,-1.00927598342
1043,-1.67575334982
1044,2.38926980607
1045,-1.94418213248
1046,1.09566010469
1047,-1.09885484669
1048,-1.90590756837
1049,1.25458884882
1050,-0.57915385799
1051,-2.2833676143
1052,0.193456933145
1053,-1.17852109124
1054,-0.997123803242
1055,-2.91130945256
1056,3.93221018504
1057,-0.12164883495
1058,2.86572490424
1059,-2.47406992967
1060,0.700932183888
1061,0.408849609638
1062,-1.30715255158
1063,-0.668870042491
1064,-3.46129464549
1065,2.01683772392
1066,2.71892329106
1067,2.4025490029
1068,-0.163239797376
1069,1.36925875996
1070,0.784894995675
1071,1.4706690616
1072,1.31162873039
1073,0.432206001778
1074,0.89337000044
1075,3.46789699819
1076,1.1519195322
1077,-0.744736766366
1078,-4.73610662481
1079,-0.686463380967
1080,4.86333917023
1081,-1.32097115877
1082,-1.24593374785
1083,1.46624900429
1084,2.00316494817
1085,0.315846291285
1086,0.572810106767
1087,1.61434121532
1088,-1.58518915085
1089,4.32044651433
1090,0.0673826699305
1091,3.06857661162
1092,4.39820688363
1093,1.85107412429
1094,-1.04521387568
1095,-1.0319222475
1096,2.87677274811
1097,-0.152433279433
1098,2.34790128895
1099,-0.875281904183
1100,-3.12883720562
1101,2.45347081237
1102,3.0422491707
1103,-1.91835701466
1104,-3.0013907341
1105,2.6067700994
1106,0.800925000716
1107,-0.690748679273
1108,2.4196006238
1109,1.38562008764
1110,0.989263317879
1111,5.45945944954
1112,1.27473696387
1113,-0.239858732218
1114,-1.19404251528
1115,1.40942082873
1116,-0.0747374304488
1117,1.7909921423
1118,0.96542124406
1119,-1.9815180009
1120,1.78654654142
1121,-0.313105314986
1122,-2.43425956175
1123,-2.04393086949
1124,0.30090662039
1125,4.35098458696
1126,-0.460068717898
1127,1.89973063886
1128,4.08852986891
1129,2.81494806717
1130,-0.497411629356
1131,3.22593093693
1132,0.629966732742
1133,4.86648333924
1134,-3.32560071174
1135,0.903281635313
1136,-0.0387953035444
1137,-1.47427551461
1138,0.944953434619
1139,-0.963578665363
1140,-0.736359389333
1141,-0.225143474611
1142,1.49610626673
1143,-4.04659071018
1144,2.39247670894
1145,0.110984309223
1146,3.2399265661
1147,-0.467414581539
1148,3.99133114094
1149,-0.913342990044
1150,2.15361944451
1151,-1.56475631492
1152,1.39008178284
1153,-2.25022651799
1154,5.40859778715
1155,-4.00650942927
1156,3.04024664403
1157,0.92747469944
1158,1.0163667854
1159,0.809159227343
1160,2.47509238932
1161,2.03607014789
1162,-1.11428507146
1163,2.26852484236
1164,1.58703761611
1165,2.6087024092
1166,1.72844900863
1167,0.839533899325
1168,-1.25689355906
1169,-1.14009881021
1170,2.61656127471
1171,5.17843549803
1172,0.0646274948354
1173,-0.914847816414
1174,1.37631464384
1175,0.941697321915
1176,0.9796423417
1177,0.54103977095
1178,0.41089503709
1179,0.102148902561
1180,-1.76991454025
1181,0.758474920688
1182,0.229558998468
1183,3.06582716552
1184,1.55497085447
1185,-1.26162602734
1186,1.99006838784
1187,-0.417492267035
1188,3.20480822886
1189,2.65863309621
1190,2.42764236897
1191,1.893021193
1192,-0.0379026444691
1193,-3.77836436295
1194,-0.66825357302
1195,2.66168855026
1196,2.96723671992
1197,-0.461445356012
1198,5.16165137122
1199,-2.16631072829
1200,3.25642465866
1201,3.43345951792
1202,-0.471573750977
1203,1.14709342046
1204,2.16163237335
1205,-2.51962102415
1206,4.47387411723
1207,2.02467437975
1208,-1.20243573789
1209,4.47707498333
1210,3.7374963061
1211,0.79230514832
1212,3.87095858869
1213,-1.26699564291
1214,1.68552569844
1215,-2.60540853496
1216,2.71791934258
1217,-0.908009680331
1218,0.820782764251
1219,2.33372611907
1220,2.57089723358
1221,3.63030733245
1222,3.74585553614
1223,1.29703505362
1224,0.98416952721
1225,-0.306208378977
1226,0.493289996439
1227,0.4171802359
1228,2.5101082413
1229,-2.85978502889
1230,-0.655322745168
1231,3.52579099278
1232,2.60060416404
1233,2.71598734883
1234,-0.541815436091
1235,-3.17832611372
1236,1.98696773001
1237,0.621422644934
1238,-0.291129148787
1239,-0.764542426628
1240,-1.43701404519
1241,-0.925764131724
1242,2.91446479687
1243,0.637423016358
1244,-0.711915369232
1245,-0.793943505905
1246,2.94050634913
1247,1.32003129947
1248,0.897444956623
1249,2.10768947323
1250,5.20662570402
1251,1.54581092418
1252,-4.17007380193
1253,2.07034103156
1254,-0.114240951976
1255,-0.616684006199
1256,1.84420324979
1257,2.9424130864
1258,6.01060985181
1259,-1.08556520118
1260,0.229871174443
1261,2.66500043579
1262,3.59123460159
1263,0.21323637137
1264,-0.266425707955
1265,0.787417978412
1266,-2.09753882894
1267,1.16965431737
1268,0.219486744249
1269,0.867483808687
1270,2.45878943677
1271,0.413811693237
1272,1.85217154356
1273,2.1035779072
1274,-1.52903108171
1275,2.18231969636
1276,-2.5555310561
1277,3.74152212399
1278,0.304697823667
1279,-1.27247997985
1280,-3.0420846498
1281,1.64790518221
1282,0.533571160053
1283,4.1284142802
1284,2.11959774311
1285,2.99521040801
1286,4.29049817049
1287,-1.56697171601
1288,1.8455025182
1289,3.31943126116
1290,0.00875390021237
1291,4.93215418775
1292,-4.64599317643
1293,-3.24215807388
1294,-0.771635077613
1295,0.646081682618
1296,0.22893614019
1297,7.33398279454
1298,1.703791439
1299,-2.63355854582
1300,-3.05373618203
1301,1.81122056506
1302,0.133306558172
1303,0.110617079399
1304,4.32191980566
1305,1.44715739292
1306,-0.667008913313
1307,3.23206459541
1308,0.633870659814
1309,0.749210924723
1310,1.04750143497
1311,0.950635671385
1312,-1.93402496646
1313,0.942740875569
1314,0.284442228447
1315,0.789872479493
1316,-3.49247227257
1317,0.938051651086
1318,-1.43529603375
1319,3.46112814287
1320,7.1357452191
1321,-0.394816561214
1322,-1.14570910147
1323,0.992096213376
1324,1.53506618165
1325,0.0342685972243
1326,0.411335453311
1327,0.0550034141694
1328,-0.616760842711
1329,-1.46750750089
1330,1.56463324351
1331,3.72719816376
1332,-0.578145861059
1333,-0.325761181071
1334,-0.891089068743
1335,2.17749853727
1336,-1.95438305158
1337,-1.23002515541
1338,3.52972822628
1339,0.766178694611
1340,3.66612353048
1341,4.31037168807
1342,0.524905858832
1343,0.823135398132
1344,3.68693860531
1345,1.54584892633
1346,0.203289158337
1347,1.29028252258
1348,0.14647339642
1349,4.37384817269
1350,0.785027913451
1351,0.524702911927
1352,1.20962375784
1353,-2.69066781848
1354,1.03322186176
1355,2.31931494518
1356,-4.508805081
1357,0.589200629606
1358,-0.744545263423
1359,0.125348659742
1360,3.0506212703
1361,4.76841363477
1362,-0.920320433747
1363,-2.46835376517
1364,1.89888490047
1365,-1.43639813754
1366,0.354517845724
1367,-3.13823737177
1368,-2.23865421996
1369,1.6818634798
1370,0.314246713857
1371,-1.2887226583
1372,-2.11513533859
1373,0.241457115548
1374,0.968083400669
1375,-2.01023851296
1376,-6.38606256682
1377,1.37454348172
1378,0.335830651643
1379,-0.328324193953
1380,0.434675313589
1381,2.25718890006
1382,-4.02525218633
1383,-2.98099678409
1384,-3.16389794283
1385,2.47265489277
1386,3.11534312663
1387,0.259026462179
1388,-1.11236935165
1389,0.911425314787
1390,-0.0423906915013
1391,0.565285956018
1392,4.15609478944
1393,1.02345453178
1394,-2.57049277732
1395,-0.470807739342
1396,-0.960808154924
1397,-1.02055174844
1398,3.79504463928
1399,0.443871006959
1400,2.84716926001
1401,4.85972037407
1402,3.56808789757
1403,1.88285419728
1404,1.32554311302
1405,0.87416122238
1406,2.67358610623
1407,1.94326132341
1408,-2.31893088747
1409,-1.71248132187
1410,-0.0589988894361
1411,-0.803677829123
1412,0.614349640409
1413,-1.46650481066
1414,-0.521808458145
1415,1.42903440572
1416,3.29972309105
1417,1.69968065869
1418,-1.30454436932
1419,-1.06118402697
1420,-1.33964118322
1421,1.32701489117
1422,3.63577423821
1423,3.0935321019
1424,1.89897437839
1425,-1.40620505011
1426,-0.389822083655
1427,2.98246742038
1428,1.49891316257
1429,-1.6281065043
1430,3.89015189398
1431,-3.70255366542
1432,3.52579986869
1433,0.186518043126
1434,0.648025423298
1435,0.16191396691
1436,-1.02254858821
1437,2.46272302311
1438,1.11280517817
1439,0.776187451778
1440,-0.289000010461
1441,3.59204717067
